json,主導企業名稱,計劃名稱,企業網址,計畫起訖時間,計畫總經費,計畫補助款,計畫自籌款,link
outputs/1061.json,翔威科技股份有限公司,銀髮族尋根與傳承智慧型服務與營運先期規劃,http://www.hynt.com/,"97年3月1日 至 97年8月31日","3,000 仟元","1,000 仟元","2,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1061
outputs/1065.json,資通電腦股份有限公司,電子電機產業EuP整合服務平台建置計畫,,"96年11月1日 至 98年10月31日","51,800 仟元","21,700 仟元","30,100 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1065
outputs/1066.json,融易網路股份有限公司,"資訊產業RoHS SCM產品化擴散計畫",,"96年11月1日 至 98年10月31日","13,900 仟元","5,100 仟元","8,800 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1066
outputs/1071.json,太極影音科技股份有限公司,廣播級影音產業數位化及電子化運籌服務示範應用計畫（規劃案）,,"93年3月1日 至 93年5月31日","4,889 仟元","1,500 仟元","3,389 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1071
outputs/1072.json,網際優勢股份有限公司,鋼鐵跨產業共通金流服務平台計畫（規劃案）,,"93年7月1日 至 93年12月31日","5,000 仟元","2,280 仟元","2,720 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1072
outputs/1074.json,關貿網路股份有限公司,運籌服務計畫,,"91年7月1日 至 92年6月30日","114,675 仟元","36,000 仟元","78,675 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1074
outputs/1075.json,華通電腦股份有限公司,協同工程與金流電子化(規劃案),,"90年12月1日 至 91年3月31日","4,529 仟元","1,600 仟元","2,929 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1075
outputs/1076.json,中環股份有限公司,中環全球運籌深化計畫,,"93年10月1日 至 94年1月31日","4,986 仟元","1,700 仟元","3,286 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1076
outputs/1077.json,高雄醫學大學附設中和紀念醫院,高醫社區健康照顧網資訊系統計畫,http://www.kmu.edu.tw,"94年4月1日 至 94年10月31日","6,990 仟元","3,000 仟元","3,990 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1077
outputs/1078.json,鉅仁科技股份有限公司,福氣計畫－數位化遠距整合性呼吸照護(IDS)服務,,"96年11月1日 至 98年10月31日","37,150 仟元","13,000 仟元","24,150 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1078
outputs/1083.json,育冠企業股份有限公司,生活工場InterLiving國際協同作業計畫,,"93年4月1日 至 94年12月31日","50,757 仟元","15,000 仟元","35,757 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1083
outputs/1095.json,巨研科技股份有限公司,整合性綠色供應鏈協同管理資訊系統建置,http://www.getech.com.tw,"97年3月1日 至 99年2月28日","18,080 仟元","6,700 仟元","11,380 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1095
outputs/1155.json,行政院衛生署屏東醫院,屏東地區銀髮照護創新服務計畫,,"97年4月1日 至 97年9月30日","3,400 仟元","1,200 仟元","2,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1155
outputs/1157.json,天氣風險管理開發股份有限公司,"Weather2.0 - 我的氣象台",http://www.tenki.tw,"97年4月1日 至 97年9月30日","4,000 仟元","1,800 仟元","2,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1157
outputs/1161.json,聖洋科技股份有限公司,"funP.com 社群網路應用服務平台先期建置營運計畫",http://funp.com/,"97年4月1日 至 97年9月30日","4,900 仟元","2,200 仟元","2,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1161
outputs/1163.json,渥奇數位資訊有限公司,地理定位(geo-tagging)影像與社群網站平台整合計劃,http://www.atlaspost.com,"97年4月1日 至 97年9月30日","5,650 仟元","2,550 仟元","3,100 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1163
outputs/1165.json,逸奇科技股份有限公司,玩美主義影音社群網站及其交叉行銷系統,http://www.ancad.com/,"97年4月1日 至 97年9月30日","3,100 仟元","1,400 仟元","1,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1165
outputs/1167.json,超能量資訊股份有限公司,台日觀光情報案內人分享社群平台研發計劃,"http://www.jp21.com.tw,www.hi-power.com.tw,www.mobitaiwan.net","97年4月1日 至 97年9月30日","3,100 仟元","1,400 仟元","1,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1167
outputs/1169.json,網路家庭國際資訊股份有限公司,PChome商店街微型商務計畫,http://www.pchome.com.tw/,"97年4月1日 至 97年9月30日","7,800 仟元","3,500 仟元","4,300 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1169
outputs/1172.json,台中榮民總醫院,慢性病居家安心主動照護服務開發建置計畫,,"97年1月1日 至 98年12月31日","34,000 仟元","10,200 仟元","23,800 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1172
outputs/1174.json,哈佛健康事業股份有限公司,體適能整合管理模式導入健康照護之運用,http://www.hvc.com.tw,"97年4月1日 至 97年9月30日","4,000 仟元","1,500 仟元","2,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1174
outputs/1176.json,美德向邦股份有限公司,居家照護衛教指引與耗材撥補服務平台計畫,http://www.medtecs.com.tw/,"97年3月1日 至 97年8月31日","3,000 仟元","1,350 仟元","1,650 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1176
outputs/1178.json,台北市萬芳醫院－委託財團法人私立台北醫學大學辦理,銀髮族復健輔助互動遊戲規劃先期計畫,http://www.wanfang.gov.tw/,"97年3月1日 至 97年7月31日","4,950 仟元","2,000 仟元","2,950 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1178
outputs/1180.json,哈瑪星科技股份有限公司,失智族群記憶重建管理暨照護營運體系先期規劃,http://www.hamastar.com.tw/,"97年3月1日 至 97年8月31日","2,900 仟元","1,200 仟元","1,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1180
outputs/1182.json,網遠科技股份有限公司,健康服務中心規劃案,http://www.farnet.com.tw,"97年3月1日 至 97年8月31日","4,500 仟元","1,200 仟元","3,300 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1182
outputs/1184.json,財團法人天主教聖馬爾定醫院,整合慢性病健康管理服務先期規劃,http:/www.stm.org.tw/,"97年3月1日 至 97年8月31日","2,250 仟元","1,000 仟元","1,250 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1184
outputs/1186.json,財團法人嘉義基督教醫院,慢性病患遠距居家飲食控制計畫,http://www.cych.org.tw/cych/,"97年3月1日 至 97年8月31日","3,000 仟元","1,200 仟元","1,800 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1186
outputs/1188.json,財團法人愚人之友社會福利慈善事業基金會,娛人日間照顧服務營運模式規劃,http://www.qif.org.tw/,"97年4月1日 至 97年9月30日","3,000 仟元","1,200 仟元","1,800 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1188
outputs/1190.json,中國醫藥大學附設醫院,腦中風個案健康管理創新服務計畫,http://www.cmuh.org.tw,"97年1月1日 至 98年12月31日","34,000 仟元","12,240 仟元","21,760 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1190
outputs/1204.json,竹山秀傳醫院,社區銀髮族數位健康照護服務與營運先期規劃,,"97年4月1日 至 97年9月30日","2,200 仟元","1,000 仟元","1,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1204
outputs/1217.json,中華聯網寬頻股份有限公司,呼吸器依賴患者遠距居家照護計畫,,"97年4月1日 至 98年9月30日","34,000 仟元","10,200 仟元","23,800 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1217
outputs/1306.json,財團法人振興復健醫學中心,慢性疾病整合式照護暨營運模式建置計畫,,"97年1月1日 至 98年12月31日","37,500 仟元","15,000 仟元","22,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1306
outputs/1308.json,財團法人彰化基督教醫院,整合性糖尿病照護中心計畫,,"97年1月1日 至 98年12月31日","28,000 仟元","12,600 仟元","15,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1308
outputs/1350.json,艾微科技有限公司,跨平台網際內容分析與推薦服務系統,,"97年4月1日 至 97年9月30日","3,100 仟元","1,700 仟元","1,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1350
outputs/1415.json,尚凡資訊有限公司,新世代虛擬寵物社群網絡服務,http://www.i-part.com.tw/,"97年4月1日 至 97年9月30日","6,200 仟元","2,800 仟元","3,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1415
outputs/1419.json,宏碁股份有限公司,ITIL共用平台發展計畫,http://www.acer.com.tw,"97年4月1日 至 99年3月31日","40,000 仟元","12,000 仟元","28,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1419
outputs/1422.json,財團法人屏東基督教醫院,屏東地區民眾慢性病個案管理與營運體系先期規劃計畫,http://www.ptch.org.tw/,"97年6月1日 至 97年11月30日","2,800 仟元","1,200 仟元","1,600 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1422
outputs/1463.json,智樂國際資訊有限公司,Web2.0設計創業平台計畫,http://none,"97年7月1日 至 97年12月31日","3,100 仟元","1,400 仟元","1,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1463
outputs/1466.json,迪希數位科技股份有限公司,"台灣向前行To Taiwan在地影像紀錄分享平台",http://www.dcview.com.tw,"97年7月1日 至 97年12月31日","4,000 仟元","1,800 仟元","2,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1466
outputs/1471.json,米亞網路科技股份有限公司,台灣新創web2.0服務整合應用平台,http://www.meeya.cc,"97年7月1日 至 97年12月31日","1,400 仟元","650 仟元","750 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1471
outputs/1473.json,力可科技股份有限公司,多人連線型Flash遊戲開發平台,http://www.liquable.com,"97年7月1日 至 97年12月31日","4,000 仟元","1,800 仟元","2,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1473
outputs/1482.json,阿瘦實業股份有限公司,鞋品e學專家服務系統開發建置計畫,http://www.aso.com.tw,"97年6月1日 至 99年5月31日","39,000 仟元","13,700 仟元","25,300 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1482
outputs/1490.json,地平線文化事業股份有限公司,"VR the World 實境網(GPS手機實境導覽互動社群平台)",http://www.highlevel.com.tw,"97年7月1日 至 97年12月31日","4,450 仟元","2,000 仟元","2,450 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1490
outputs/1502.json,太睿國際開發股份有限公司,太睿無線分眾廣告推播平台建置計畫,http://www.wemetmedia.net.tw,"97年5月1日 至 99年4月30日","21,000 仟元","7,080 仟元","13,920 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1502
outputs/1514.json,遠流出版事業股份有限公司,多媒體數位出版流通平台推動計畫,http://www.ylib.com/,"97年7月1日 至 99年6月30日","40,000 仟元","15,700 仟元","24,300 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1514
outputs/1567.json,華碩電腦,逆物流回收再利用綠色行銷永續經營開發計畫,http://tw.asus.com/,"97年7月1日 至 98年12月31日","51,000 仟元","16,600 仟元","34,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1567
outputs/1744.json,旺旺友聯產物保險公司,RoHS保險計畫案,http://www.unionins.com.tw,"97年9月1日 至 99年8月31日","42,500 仟元","16,200 仟元","26,300 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1744
outputs/1763.json,紅陽科技股份有限公司,e-Escrow線上安全交易系統應用計畫,http://www.esafe.com.tw,"97年9月1日 至 99年4月30日","20,130 仟元","7,000 仟元","13,130 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1763
outputs/1765.json,奇門網路有限公司,"一個創新的反向式社群網站 Globme",http://www.recordcup.com,"97年10月1日 至 98年3月31日","3,100 仟元","1,400 仟元","1,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1765
outputs/1767.json,大可意念傳達有限公司,工業設計資源整合及知識創價平台,http://www.duckimage.com.tw,"97年4月1日 至 97年9月30日","6,200 仟元","2,800 仟元","3,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1767
outputs/1769.json,海灣國際股份有限公司,海灣國際／科技化文件託管服務系統建置計畫,http://www.crownvan.com.tw,"97年9月1日 至 99年2月28日","31,300 仟元","11,810 仟元","19,490 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1769
outputs/1773.json,樂多有限公司,社交關聯性廣告平台,http://www.roodo.com,"97年10月1日 至 98年3月31日","3,100 仟元","1,400 仟元","1,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1773
outputs/1775.json,網彼資訊股份有限公司,Webi-自主性社群機制,http://webi.cc,"97年10月1日 至 98年3月31日","3,100 仟元","1,400 仟元","1,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1775
outputs/1777.json,樂果資訊股份有限公司,*memode即時知識分享社群平台,http://www.memode.com,"97年10月1日 至 98年3月31日","2,220 仟元","1,000 仟元","1,220 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1777
outputs/1782.json,三星科技股份有限公司,全球高值化扣件檢測服務計畫,http://www.sanshing.com.tw,"97年10月1日 至 99年9月30日","40,000 仟元","16,000 仟元","24,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1782
outputs/1785.json,旭寬企業股份有限公司,國際針織品價值行銷服務創新計畫,http://www.newwide.com,"97年10月1日 至 99年9月30日","37,500 仟元","13,500 仟元","24,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1785
outputs/1792.json,和碩聯合科技股份有限公司,資訊產品綠色供應鏈整合應用開發計畫,http://www.pegatroncorp.com,"97年10月1日 至 99年9月30日","49,700 仟元","15,000 仟元","34,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1792
outputs/1801.json,威達電股份有限公司,全球產業電腦研製服務,http://www.icpems.com.tw,"98年1月1日 至 99年12月31日","30,000 仟元","10,500 仟元","19,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1801
outputs/1824.json,創益科技顧問股份有限公司,智慧建築外層整合型解決方案計畫,http://www.innovatech.com.tw,"98年1月1日 至 99年12月31日","32,895 仟元","12,500 仟元","20,395 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1824
outputs/1835.json,進階生物科技股份有限公司,藥物毒理及安全藥理試驗服務平台建置計畫,http://www.level.com.tw,"97年8月1日 至 99年7月31日","31,820 仟元","10,500 仟元","21,320 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=1835
outputs/2042.json,潤泰全球股份有限公司,潤泰全球創新服務,http://www.ruentex.com.tw,"98年5月1日 至 100年4月30日","51,500 仟元","16,800 仟元","34,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2042
outputs/2049.json,力鵬企業股份有限公司,LIBOLON環保品牌全球行銷與服務計畫,http://www.lealeagroup.com.tw,"98年1月1日 至 99年12月31日","50,000 仟元","21,000 仟元","29,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2049
outputs/2077.json,宜特科技股份有限公司,產業碳資產平台暨工具開發計劃,http://www.isti.com.tw,"98年7月1日 至 100年6月30日","35,000 仟元","14,400 仟元","20,600 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2077
outputs/2087.json,台中精機廠股份有限公司,工具機遠端維運服務平台計畫,http://www.or.com.tw,"98年7月1日 至 100年6月30日","43,000 仟元","18,000 仟元","25,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2087
outputs/2101.json,財團法人義大醫院,B2B企業樂活健康管理服務與營運體系之開發建置計畫,http://www.edah.org.tw/,"98年1月1日 至 99年12月31日","34,000 仟元","14,688 仟元","19,312 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2101
outputs/2200.json,美吾華股份有限公司,博登藥局全國慢性病會員慢箋照護『e-pharmacy』創新服務計畫,http://www.maywufa.com.tw,"98年6月1日 至 100年5月31日","36,000 仟元","15,120 仟元","20,880 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2200
outputs/2203.json,悠遊卡股份有限公司,NFC應用服務與平台共享計畫,http://www.easycard.com.tw/index.php,"98年4月1日 至 99年12月31日","45,800 仟元","16,560 仟元","29,240 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2203
outputs/2208.json,聚陽實業股份有限公司,聚陽全流程服務價值鏈深化計畫,http://www.makalot.com.tw,"98年4月1日 至 100年3月31日","50,000 仟元","15,600 仟元","34,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2208
outputs/2220.json,鬍鬚張股份有限公司,"中式速食之冷藏鏈(Cool Chain)系統規劃計畫",http://www.fmsc.com.tw/,"98年4月1日 至 98年11月30日","3,300 仟元","1,200 仟元","2,100 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2220
outputs/2222.json,華城電機股份有限公司,變壓器先進服務計畫,http://www.fortune.com.tw,"98年6月1日 至 100年5月31日","34,000 仟元","13,800 仟元","20,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2222
outputs/2309.json,敬鵬工業股份有限公司,印刷電路板DDU運籌服務加值平台計畫,http://www.cppcb.com.tw,"98年10月1日 至 100年9月30日","37,000 仟元","16,200 仟元","20,800 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2309
outputs/2322.json,達運光電股份有限公司,達運光電製造服務運籌計畫,http://HTTP://WWW.TWOWAY.COM.TW,"98年10月1日 至 100年9月30日","37,500 仟元","15,720 仟元","21,780 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2322
outputs/2324.json,奇威行有限公司,"奇威 KeyLink 代理商通路服務計畫",http://www.keywear.com.tw/,"98年9月1日 至 100年8月31日","35,500 仟元","12,000 仟元","23,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2324
outputs/2326.json,凌群電腦股份有限公司,智慧型電力監測與節電策略調控服務平台,http://www.syscom.com.tw,"98年10月1日 至 100年9月30日","286,120 仟元","19,320 仟元","266,800 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2326
outputs/2328.json,財團法人天主教聖馬爾定醫院,TLC整合型長期照護健康管理服務系統建置計畫,http://www.stm.org.tw/,"98年11月1日 至 100年4月30日","23,045 仟元","9,120 仟元","13,925 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2328
outputs/2330.json,竹山秀傳醫院,社區銀髮族數位健康照護服務與營運建置案,http://www.csshow.org.tw,"98年10月1日 至 100年9月30日","28,670 仟元","12,000 仟元","16,670 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2330
outputs/2332.json,網勁科技股份有限公司,社交購物與聯盟行銷平台,http://www.obuy.com.tw,"97年1月1日 至 98年3月31日","9,300 仟元","4,200 仟元","5,100 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2332
outputs/2334.json,怡利電子工業股份有限公司,E-LEAD車用電子領航計畫,http://www.e-lead.com.tw,"97年7月1日 至 99年6月30日","33,700 仟元","12,000 仟元","21,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2334
outputs/2338.json,長庚醫療財團法人桃園長庚紀念醫院,"【智慧健康生活互動頻道 】”Health on Living Demand”-HOLD Channel",http://www.cgmh.org.tw/,"98年11月1日 至 100年10月31日","34,660 仟元","13,932 仟元","20,728 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2338
outputs/2340.json,盛弘醫藥股份有限公司,出院病患之智能化創新照護服務建置計畫,http://www.share-hope.com/about.html,"98年7月1日 至 100年6月30日","32,000 仟元","11,520 仟元","20,480 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2340
outputs/2363.json,泰豐輪胎股份有限公司,輪胎產業技術服務體系建置計畫,http://www.federaltire.com,"99年4月1日 至 101年3月31日","43,000 仟元","15,950 仟元","27,050 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2363
outputs/2370.json,天瀚科技股份有限公司,"story-book incolor服務平台及裝置計畫",http://www.aiptek.com.tw,"99年4月1日 至 101年3月31日","49,000 仟元","21,560 仟元","27,440 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2370
outputs/2374.json,台灣大車隊股份有限公司,計程車智慧便捷創新服務計畫,http://www.taiwantaxi.com.tw/taiwantaxi/,"99年6月1日 至 101年5月31日","49,500 仟元","11,550 仟元","37,950 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2374
outputs/2385.json,中興電工機械股份有限公司,空調主機之客戶售後節電與保修服務平台研發計畫,http://www.chem.com.tw,"99年7月1日 至 101年6月30日","41,500 仟元","15,400 仟元","26,100 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2385
outputs/2496.json,光寶科技股份有限公司,結合CSR資訊系統提昇競爭力,http://www.liteon.com,"99年10月1日 至 101年9月30日","45,500 仟元","10,500 仟元","35,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2496
outputs/2498.json,鬍鬚張股份有限公司,"中式速食之冷藏鏈(Cool Chain)系統建置計畫",http://www.fmsc.com.tw,"99年7月1日 至 101年6月30日","34,500 仟元","11,000 仟元","23,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2498
outputs/2500.json,晉泰科技股份有限公司,裝置創新應用與平台服務先期研究計畫,http://www.genesis.com.tw,"99年4月1日 至 99年9月30日","8,800 仟元","2,530 仟元","6,270 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2500
outputs/2506.json,中華電信股份有限公司,"飛揚桃園-智慧居家生活Easy Go！",http://www.cht.com.tw,"99年10月1日 至 100年3月31日","19,610 仟元","4,000 仟元","15,610 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2506
outputs/2508.json,資拓科技股份有限公司,內湖科技園區創新服務示範計畫,http://www.infoexplorer.com.tw,"99年10月1日 至 100年3月31日","12,500 仟元","4,000 仟元","8,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2508
outputs/2529.json,信統電機股份有限公司,智慧組件統包與設計服務計畫,http://www.solen.com.tw,"100年1月1日 至 101年12月31日","38,000 仟元","12,500 仟元","25,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2529
outputs/2556.json,年興紡織股份有限公司,流行牛仔服飾創新製造服務計畫,http://www.nhjeans.com,"100年4月1日 至 102年3月31日","56,000 仟元","18,500 仟元","37,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2556
outputs/2560.json,盟鑫工業股份有限公司,防災綠色工程之整合應用服務計畫,http://www.gold-joint.com,"100年8月1日 至 102年7月31日","50,000 仟元","20,000 仟元","30,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2560
outputs/2562.json,良福保全股份有限公司,打造新竹湳雅智慧安全城-U-Bobi網路保全系統,http://www.網路保全.tw,"100年8月1日 至 101年1月31日","12,500 仟元","4,000 仟元","8,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2562
outputs/2573.json,秀傳醫療社團法人秀傳紀念醫院,"彰濱智慧健康悠活園區(i-Health Park)計畫",http://www.show.org.tw/,"99年11月1日 至 100年4月30日","9,950 仟元","3,000 仟元","6,950 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2573
outputs/2579.json,秀傳醫療社團法人秀傳紀念醫院,秀傳醫療體系區域居家健康管理服務模式計畫,http://www.scmh.org.tw/,"100年1月1日 至 101年6月30日","22,500 仟元","7,000 仟元","15,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2579
outputs/2581.json,壢新醫院,寶貝銀髮創新整合服務平台計畫,http://www.landseedhospital.com.tw,"100年1月1日 至 101年6月30日","21,000 仟元","7,000 仟元","14,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2581
outputs/2583.json,財團法人台灣基督長老教會雙連教會附設台北縣私立雙連安養中心,老人福利服務照顧產業－社區式多層級連續性的安養服務事業營運模式計畫,http://www.sleh.org.tw/,"100年1月1日 至 101年6月30日","32,000 仟元","12,500 仟元","19,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2583
